STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN,AWND
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110807,16.3,30,19.4,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110808,2.3,28.9,18.9,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110809,0,29.4,18.3,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110810,0,23.9,13.9,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110811,0,26.7,12.8,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110812,0,27.2,15,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110813,13.5,30,16.7,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110814,0,24.4,17.2,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110815,0,25.6,13.9,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110816,0,28.3,13.3,0.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110817,0,28.3,13.9,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110818,0,30,16.1,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110819,0,31.1,13.9,1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110820,4.8,25,20,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110821,5.1,26.1,16.1,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110822,0,26.7,13.9,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110823,1.5,26.1,16.1,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110824,0,33.3,20.6,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110825,0,26.7,13.3,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110826,0,28.9,11.7,0.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110827,0,30,16.7,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110828,0,26.1,12.8,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110829,0,26.7,11.1,1.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110830,0,25.6,12.8,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110831,0.5,31.1,17.2,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110901,0,35,20.6,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110902,0,35,23.9,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110903,2.8,33.9,20.6,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110904,1,22.8,14.4,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110905,0,18.3,10,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110906,0,20.6,6.7,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110907,0,21.7,10,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110908,1.5,17.8,12.8,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110909,7.1,22.8,13.9,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110910,0,25,13.3,0.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110911,0,27.2,16.1,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110912,0,30.6,16.1,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110913,0,24.4,10.6,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110914,5.1,20,6.1,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110915,0,16.7,3.9,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110916,0,15.6,3.9,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110917,0,21.1,10.6,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110918,1,21.7,10,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110919,0.8,19.4,9.4,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110920,0,24.4,8.3,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110921,0,25.6,11.7,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110922,0,20,10.6,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110923,0,18.9,6.7,1.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110924,2.5,15.6,9.4,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110925,25.9,17.8,12.2,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110926,14.5,20,12.2,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110927,14.5,14.4,12.2,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110928,0.3,15.6,10,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110929,10.4,20,10,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20110930,5.3,12.8,6.1,9.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111001,0,12.2,3.3,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111002,0,16.1,1.1,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111003,0,20,2.8,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111004,0,23.9,3.9,0.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111005,0,27.2,7.8,0.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111006,0,27.8,9.4,1.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111007,0,28.9,10,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111008,0,27.8,14.4,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111009,0,27.2,10.6,1.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111010,0,25.6,10,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111011,0,27.2,11.1,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111012,0,23.9,11.7,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111013,13,16.1,11.1,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111014,7.6,16.1,9.4,7.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111015,0,16.1,9.4,8.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111016,4.3,14.4,7.8,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111017,0,14.4,3.9,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111018,1.5,11.7,3.9,1.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111019,46,7.8,5.6,7.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111020,27.7,8.3,6.1,8.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111021,0,10.6,1.7,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111022,0,16.7,0.6,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111023,0,19.4,5,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111024,7.1,16.1,5.6,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111025,3.8,21.7,6.1,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111026,0.8,15,7.2,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111027,0.5,9.4,0.6,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111028,0,11.1,0,1.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111029,0.3,12.8,-0.6,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111030,2.5,14.4,-2.2,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111031,1,12.2,1.1,1.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111101,0,17.8,-0.6,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111102,0,19.4,9.4,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111103,0,10.6,5.6,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111104,0,12.8,-2.2,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111105,0,13.9,-1.1,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111106,0,17.8,5.6,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111107,2.5,14.4,11.7,2.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111108,5.8,16.7,11.7,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111109,6.9,16.1,3.9,7.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111110,2.8,4.4,0,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111111,0,5.6,0,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111112,0,15.6,2.2,6.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111113,0,20,10,8.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111114,13.5,10.6,5.6,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111115,0,16.1,1.1,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111116,0,9.4,-0.6,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111117,0,2.2,-3.9,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111118,0,10,-4.4,6.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111119,0,14.4,6.7,7.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111120,0,15,3.3,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111121,0,8.3,0.6,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111122,29.2,5.6,2.2,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111123,0,8.9,-1.1,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111124,0,8.3,1.1,5.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111125,0,14.4,3.9,6.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111126,3,16.1,10.6,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111127,11.2,13.9,2.2,5.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111128,1,3.3,-1.1,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111129,11.9,3.9,1.1,7.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111130,0,5.6,-2.2,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111201,0,6.7,-3.9,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111202,0.5,6.1,0,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111203,0.3,11.1,0,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111204,8.4,11.1,3.9,5.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111205,0,5.6,1.7,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111206,0,1.7,-3.9,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111207,0,3.3,-3.9,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111208,0,1.7,-5,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111209,4.3,0,-7.8,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111210,0,-5,-11.7,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111211,0,2.8,-7.2,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111212,0,6.1,-5.6,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111213,0.3,5.6,-0.6,1.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111214,33,12.8,3.3,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111215,2.3,13.9,1.7,8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111216,0,2.2,-1.1,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111217,1.8,0,-2.2,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111218,0,5,-2.8,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111219,0,11.7,2.8,6.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111220,0.3,2.8,1.1,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111221,0.3,6.1,2.8,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111222,0.8,5,1.1,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111223,0,2.8,-1.7,3.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111224,0,2.8,-5,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111225,0,5.6,0,6.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111226,0,7.8,-3.3,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111227,5.3,3.9,-0.6,5.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111228,0,0,-3.3,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111229,0,7.8,-1.7,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111230,9.1,7.8,-0.6,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20111231,0,4.4,2.2,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120101,2.8,7.8,-1.7,8.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120102,9.1,-1.1,-5.6,7.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120103,0.5,-4.4,-7.2,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120104,0,2.2,-6.1,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120105,0,6.1,-5,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120106,0,11.1,3.3,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120107,0,5.6,-3.9,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120108,0,4.4,-4.4,1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120109,0,6.7,-4.4,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120110,0,9.4,-3.9,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120111,0,8.3,-2.2,2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120112,4.1,4.4,-7.8,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120113,10.7,-1.7,-7.8,7.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120114,0,-7.2,-14.4,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120115,0,-3.9,-16.1,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120116,0.8,7.2,-5,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120117,12.2,6.1,-4.4,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120118,0,-3.9,-7.8,4.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120119,5.6,-2.8,-11.1,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120120,4.3,-8.9,-13.9,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120121,0,-4.4,-12.8,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120122,1,5,-10,6.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120123,12.2,8.3,-0.6,8.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120124,0,1.1,-5,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120125,0,0,-5,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120126,7.4,2.2,-1.1,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120127,0,4.4,0.6,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120128,2.8,1.7,-2.2,7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120129,1.5,-0.6,-7.2,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120130,0,9.4,-9.4,6.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120131,0.5,13.3,7.2,7.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120201,0,10.6,-0.6,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120202,0,5.6,-3.3,0.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120203,0,4.4,-3.3,1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120204,1.5,5.6,-2.2,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120205,0,6.7,-6.1,1.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120206,0,0,-3.3,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120207,0,2.8,-1.1,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120208,0,1.1,-5.6,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120209,0,1.1,-6.7,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120210,0.3,1.7,-8.9,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120211,4.6,-6.1,-10.6,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120212,0,0,-6.7,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120213,0,1.1,-9.4,3.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120214,2.5,1.1,-2.2,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120215,3,5.6,1.1,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120216,3,7.2,-0.6,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120217,0,8.3,-3.3,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120218,0,4.4,-3.9,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120219,0,3.3,-6.7,2.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120220,0,5.6,-8.3,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120221,2.8,6.1,1.1,5.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120222,4.6,3.3,-0.6,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120223,4.6,3.3,-1.7,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120224,10.7,2.2,-1.7,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120225,0,-1.1,-7.2,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120226,0,8.3,-9.4,5.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120227,0,6.7,-4.4,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120228,0.8,7.2,-6.1,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120229,20.1,18.9,2.2,8.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120301,0,3.9,0.6,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120302,5.8,8.3,0.6,6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120303,0.3,2.2,-1.1,7.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120304,1,1.1,-2.8,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120305,0.8,1.1,-6.7,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120306,0,19.4,-0.6,7.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120307,0,19.4,11.1,9.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120308,7.4,17.8,-0.6,7.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120309,0,2.8,-3.9,5.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120310,0,13.3,-6.1,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120311,0,20.6,2.2,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120312,9.4,21.7,10.6,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120313,0,17.8,7.8,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120314,0,27.2,6.1,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120315,2,27.2,17.2,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120316,0,26.1,12.8,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120317,0,25.6,12.8,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120318,1,25,16.1,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120319,0.5,26.1,14.4,3.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120320,0,28.3,18.3,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120321,0,29.4,16.7,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120322,0.5,28.3,15.6,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120323,6.1,19.4,12.2,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120324,0,17.8,11.1,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120325,0,20.6,6.1,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120326,0,11.1,2.2,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120327,0,17.8,1.7,7.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120328,0,17.8,3.3,6.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120329,0,12.2,1.1,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120330,7.6,8.9,5,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120331,0,10.6,2.2,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120401,0.3,19.4,5.6,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120402,0,16.7,7.2,6.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120403,0,26.1,8.3,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120404,0,17.8,4.4,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120405,0,13.3,0.6,3.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120406,0,15.6,-0.6,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120407,0.5,19.4,-1.1,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120408,0,16.1,7.2,6.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120409,0.3,15.6,4.4,5.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120410,0,4.4,-1.7,6.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120411,0,10.6,-1.1,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120412,0,15,-2.8,1.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120413,0,18.3,-0.6,3.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120414,2,17.2,10.6,3.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120415,7.4,24.4,14.4,6.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120416,5.3,20,6.1,8.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120417,0,13.9,1.1,1.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120418,0.3,21.1,1.7,3.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120419,0,25.6,10.6,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120420,7.1,17.8,4.4,5.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120421,0,12.2,1.1,4.2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120422,0,11.7,1.1,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120423,0,12.2,0,6.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120424,0,15.6,2.2,4.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120425,6.1,12.2,4.4,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120426,0,12.8,1.1,6.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120427,0,13.3,-2.2,2.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120428,5.8,8.9,5,4.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120429,7.4,17.8,2.8,4.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120430,14,17.2,7.2,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120501,6.1,18.9,10,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120502,0,27.2,15,4.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120503,0,30,18.3,5.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120504,0.5,26.7,11.1,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120505,0,23.3,13.3,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120506,7.6,24.4,11.7,5.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120507,16.8,17.2,10,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120508,0,20.6,7.8,2.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120509,0,15,5.6,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120510,0,17.2,3.9,2.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120511,0,24.4,3.3,2.6
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120512,0,19.4,10.6,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120513,0,21.1,10,2.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120514,0,23.9,8.9,1.5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120515,0,28.3,9.4,3.3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120516,1.8,21.1,8.3,4.7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120517,0,22.2,8.9,2.9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120518,0,27.8,10.6,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120519,0,31.7,10.6,2.8
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120520,3.6,32.8,17.8,4.1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120521,2,18.9,11.1,5.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120522,0,20.6,7.2,3.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120523,0,27.8,7.2,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120524,0,31.7,17.8,7
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120525,0,27.2,17.2,4.4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,20120526,0,31.7,17.2,4.3
