plant_id,spp,nTreatment,temp,phoper,pfd,photo,cond,ci,,
pa5alow,pa,low,32,14,500,5.10244883,0.181809584,337.5510961,,
pa5alow,pa,low,32,14,200,4.426109874,0.174629584,341.7028446,,
pa5alow,pa,low,32,14,100,2.869153405,0.16883246,357.5045775,,
pa5alow,pa,low,32,14,75,2.153022471,0.162813457,364.5469505,,
pa5alow,pa,low,32,14,50,1.286059061,0.153518443,373.6678744,,
pa5alow,pa,low,32,14,25,0.211722292,0.140155644,386.37712,,
pa5alow,pa,low,32,14,0,-1.113087391,0.122724325,405.3061939,,
pa15alow,pa,low,32,14,1200,4.832553792,0.150702205,329.1473401,,
pa15alow,pa,low,32,14,1000,5.140103756,0.159837363,328.7143266,,
pa15alow,pa,low,32,14,500,4.384200285,0.153335538,335.9650121,,
pa15alow,pa,low,32,14,200,3.807269685,0.140147421,339.5039814,,
pa15alow,pa,low,32,14,100,2.562492301,0.127224301,352.5635694,,
pa15alow,pa,low,32,14,75,2.02203099,0.116244727,357.6687225,,
pa15alow,pa,low,32,14,50,1.495179103,0.100690464,362.6105041,,
pa15alow,pa,low,32,14,25,0.369901989,0.082951367,380.6305707,,
pa15alow,pa,low,32,14,0,-0.90520997,0.057400966,414.3004768,,
pa6alow,pa,low,32,14,1200,8.525620015,0.200171331,300.9105646,,
pa6alow,pa,low,32,14,1000,8.599906488,0.224243318,308.2100521,,
pa6alow,pa,low,32,14,500,8.772628321,0.230413658,311.5912155,,
pa6alow,pa,low,32,14,200,7.093625377,0.238151956,327.6073326,,
pa6alow,pa,low,32,14,100,5.008875149,0.237038321,345.5498909,,
pa6alow,pa,low,32,14,75,4.438334777,0.235864503,350.0278068,,
pa6alow,pa,low,32,14,50,2.496599312,0.231003373,365.8719067,,
pa6alow,pa,low,32,14,25,0.96021145,0.20809017,378.284925,,
pa6alow,pa,low,32,14,0,-0.919900809,0.178884829,396.8833146,,
pa7blow,pa,low,32,14,1200,7.707975784,0.155415587,294.4718636,,
pa7blow,pa,low,32,14,1000,8.724293591,0.194509802,300.7707438,,
pa7blow,pa,low,32,14,500,8.622928597,0.220476107,311.4652993,,
pa7blow,pa,low,32,14,200,6.783207321,0.215658608,326.8261107,,
pa7blow,pa,low,32,14,100,4.133989239,0.223717553,351.6430111,,
pa7blow,pa,low,32,14,75,3.740607742,0.222214234,354.8280836,,
pa7blow,pa,low,32,14,50,2.824980648,0.218335405,363.075232,,
pa7blow,pa,low,32,14,25,1.38587804,0.217190426,377.4009412,,
pa7blow,pa,low,32,14,0,-0.898773515,0.180437029,398.6379473,,
pa14clow,pa,low,32,14,1200,8.008767718,0.2691224,326.4220859,,
pa14clow,pa,low,32,14,1000,8.082797847,0.283596426,328.7944194,,
pa14clow,pa,low,32,14,500,7.511963585,0.290209232,334.7990847,,
pa14clow,pa,low,32,14,200,5.648612893,0.289035528,348.4896297,,
pa14clow,pa,low,32,14,100,4.327375053,0.283942715,357.9796996,,
pa14clow,pa,low,32,14,75,3.109686942,0.284001477,366.6531821,,
pa14clow,pa,low,32,14,50,2.642191563,0.27672516,369.6806416,,
pa14clow,pa,low,32,14,25,0.888716991,0.267719728,382.3202923,,
pa14clow,pa,low,32,14,0,-0.874258513,0.250229001,396.1061905,,
pa7amed,pa,med,32,14,1200,10.44263571,0.351047812,324.1860718,,
pa7amed,pa,med,32,14,1000,9.717292528,0.357022216,328.7089368,,
pa7amed,pa,med,32,14,500,9.264763754,0.340238388,330.3841396,,
pa7amed,pa,med,32,14,200,7.009301061,0.32576657,343.5070022,,
pa7amed,pa,med,32,14,100,4.708806714,0.315177726,357.591553,,
pa7amed,pa,med,32,14,75,3.614551757,0.282869845,362.6609348,,
pa7amed,pa,med,32,14,50,2.670173813,0.254807679,367.8726499,,
pa7amed,pa,med,32,14,25,1.123692805,0.21883592,378.6804317,,
pa7amed,pa,med,32,14,0,-1.028019178,0.16763403,399.5980079,,
pa13med,pa,med,32,14,1200,6.237554416,0.135254818,304.0343697,,
pa13med,pa,med,32,14,1000,6.597629141,0.184865776,320.9644169,,
pa13med,pa,med,32,14,500,6.28956498,0.206785583,330.4556589,,
pa13med,pa,med,32,14,200,5.952301804,0.213973738,336.1112548,,
pa13med,pa,med,32,14,100,4.027228304,0.198014474,349.256761,,
pa13med,pa,med,32,14,75,3.548392408,0.180923074,351.4476745,,
pa13med,pa,med,32,14,50,2.432193191,0.155442978,358.9230412,,
pa13med,pa,med,32,14,25,1.284608446,0.119497253,369.0612607,,
pa13med,pa,med,32,14,0,-0.663529321,0.064919662,404.8484053,,
pa14b,pa,med,32,14,1200,8.10693337,0.178017809,298.5366222,,
pa14b,pa,med,32,14,1000,8.320534638,0.197044536,304.9676967,,
pa14b,pa,med,32,14,500,7.687578367,0.201638201,313.6657852,,
pa14b,pa,med,32,14,200,6.055675467,0.200802628,329.8022708,,
pa14b,pa,med,32,14,100,3.821645017,0.228101587,355.1195807,,
pa14b,pa,med,32,14,75,2.808651943,0.222636394,363.4410216,,
pa14b,pa,med,32,14,50,2.189826505,0.194299259,366.7041799,,
pa14b,pa,med,32,14,25,0.453018756,0.162504305,382.7537061,,
pa14b,pa,med,32,14,0,-1.037681357,0.123163956,402.9517486,,
pa6cmed,pa,med,32,14,1200,7.546325807,0.180608461,308.0437755,,
pa6cmed,pa,med,32,14,1000,7.647089381,0.198198793,313.5246558,,
pa6cmed,pa,med,32,14,500,7.318464295,0.201017728,318.3567887,,
pa6cmed,pa,med,32,14,200,5.574412371,0.200638682,335.4567619,,
pa6cmed,pa,med,32,14,100,3.911272605,0.200701006,351.5469516,,
pa6cmed,pa,med,32,14,75,2.998292936,0.202671647,360.6544045,,
pa6cmed,pa,med,32,14,50,1.857852868,0.202635182,371.4224822,,
pa6cmed,pa,med,32,14,25,0.441018928,0.19726035,384.6714771,,
pa6cmed,pa,med,32,14,0,-1.165888669,0.176797355,401.2149374,,
pa5cmed,pa,med,32,14,1200,10.39011643,0.381105196,328.2268165,,
pa5cmed,pa,med,32,14,1000,10.46610514,0.384487086,328.256786,,
pa5cmed,pa,med,32,14,500,9.831138565,0.350746393,329.0827952,,
pa5cmed,pa,med,32,14,200,6.566494274,0.325412386,347.0051476,,
pa5cmed,pa,med,32,14,100,3.939891404,0.312435473,363.446574,,
pa5cmed,pa,med,32,14,75,2.935245096,0.30073712,369.6041267,,
pa5cmed,pa,med,32,14,50,1.692785568,0.286684135,377.5460671,,
pa5cmed,pa,med,32,14,25,0.362884231,0.266849244,386.6518566,,
pa5cmed,pa,med,32,14,0,-1.407005705,0.239234671,401.0136218,,
pa15bmed,pa,med,32,14,1200,8.606773697,0.276334261,324.2512962,,
pa15bmed,pa,med,32,14,1000,8.813724563,0.310958557,328.6830412,,
pa15bmed,pa,med,32,14,500,8.012369967,0.314208388,335.1823004,,
pa15bmed,pa,med,32,14,200,6.064191475,0.304844656,347.8048082,,
pa15bmed,pa,med,32,14,100,4.047151149,0.288691354,360.4073019,,
pa15bmed,pa,med,32,14,75,3.235430758,0.264711804,364.5264849,,
pa15bmed,pa,med,32,14,50,1.93630159,0.233625833,372.7282013,,
pa15bmed,pa,med,32,14,25,0.834188053,0.196872235,380.9291314,,
pa15bmed,pa,med,32,14,0,-1.327557322,0.153182178,404.3174251,,
